Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
23/12/2014,"129 SEABOURNE VIEW, CHARLESLAND, GREYSTONES",,Wicklow,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2015,"APARTMENT 6, 1-2 PIM STREET, DUBLIN 8",,Dublin,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2018,"40 THE ELMS, LOUGH NA GLACK, CARRICKMACROSS",,Monaghan,"€67,387.39",No,No,Second-Hand Dwelling house /Apartment,
09/03/2017,"14 ARD NA GREINE, NEW ROSS, CO WEXFORD",,Wexford,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"168 WEST AVE PARK GATE FRANKFIELD, DOUGLAS, CORK",,Cork,"€308,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2020,"50 DINGLE RD, CABRA, DUBLIN 7",Dublin 7,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2015,"21 CREMORNE, GREENMOUNT RD, TERENURE DUBLIN 6",Dublin 6,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2010,"Weavers Square, Baltinglass",,Wicklow,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2014,"1 COOLAGH WELL, PLATIN RD, DROGHEDA",,Louth,"€61,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2021,"112 LOWER SALTHILL, GALWAY, GALWAY",,Galway,"€765,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2019,"ST JOSEPHS, PATRICK ST, DURROW",,Laois,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2010,"Apartment 5, 32 Mount Pleasant Square, Ranelagh",Dublin 6,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2015,"TOWNLAND OF CORAWHILA, CORRY P O, CARRICK ON SHANNON",,Leitrim,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2021,"ST DECLANS 11 WILTON LAWN, GLASHEEN RD, CORK",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"MARKET ST, ARDEE, LOUTH",,Louth,"€387,548.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2012,"53 Garavogue Villas, Sligo",,Sligo,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2021,"160 Ardmore Hills, Mullingar",,Westmeath,"€317,180.62",No,Yes,New Dwelling house /Apartment,
28/11/2012,"88 Bruachlan, Westbury",,Clare,"€35,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/10/2015,"11 FUCHSIA DR, CHURCH RD, BALLYBUNNION",,Kerry,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2015,"TEADMORE, MIDLETON, COUNTY CORK",,Cork,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2020,"APT 14 THE SLIDINGS, BEACH GROVE, LAYTOWN",,Meath,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2018,"103 LITTLEPACE PARK, CLONEE, DUBLIN 15",Dublin 15,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2021,"12 GLENCAIRN THICKET, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2014,"37 ST BRENDANS CRESCENT, BALLINASLOE, GALWAY",,Galway,"€16,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2019,"BALLYMACANDRICK, CLOYNE, CORK",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"25 SEASCAPE, BROOMHALL COURT, KEATINGSTOWN",,Wicklow,"€330,396.00",No,Yes,New Dwelling house /Apartment,
28/06/2016,"CORNADRUNG, AUGHNACLIFFE, LONGFORD",,Longford,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2018,"8 MOUNTFIELD, TRAMORE",,Waterford,"€190,088.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/12/2020,"115 GLENSIDE, ANNACOTTY, LIMERICK",,Limerick,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"43 ARD NA CUAN, WHITEROCK, WEXFORD",,Wexford,"€264,317.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
17/10/2014,"16 CLUAIN UILINN, SPANISH POINT ROAD, MILTOWN MALBAY",,Clare,"€36,492.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2014,"23 College Square, Wainsford Manor Drive, Terenure",Dublin 6w,Dublin,"€484,581.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2016,"5 TALAVERA HOUSE, MYRTLE RD, THE COAST DUBLIN 13",Dublin 13,Dublin,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2019,"7 The Dale, Citywest Village, Citywest",,Dublin,"€295,154.00",No,Yes,New Dwelling house /Apartment,
24/11/2020,"6 Hollywoodrath Green, Hollystown",Dublin 15,Dublin,"€311,013.00",No,Yes,New Dwelling house /Apartment,
23/08/2019,"10 COLTHURST GARDENS, LUCAN, DUBLIN",,Dublin,"€317,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2020,"45 PEBBLE BAY, FRIARS HILL, WICKLOW",,Wicklow,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"55 THE PLAZA, BALLYMUN, DUBLIN 11",Dublin 9,Dublin,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2021,"23A GREENMOUNT LAWNS, TERENURE, DUBLIN 6",Dublin 6,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2018,"10 ABBEY LANE, ABBEYFARM, CELBRIDGE",,Kildare,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2014,"Thomastown, Ballydangan, Athlone",,Roscommon,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"5 Parklands Row, Parklands, CItywest",,Dublin,"€303,964.75",No,Yes,New Dwelling house /Apartment,
02/11/2021,"14 The Walk, Citywest Village, Citywest",Dublin 24,Dublin,"€321,585.00",No,Yes,New Dwelling house /Apartment,
24/01/2020,"43 NINETY EIGHT ST, CORK",,Cork,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2014,"35 CARYSFORT ROAD, DALKEY, CO DUBLIN",,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2018,"25A ASHBROOK, ENNIS RD, LIMERICK",,Limerick,"€337,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2021,"RYEWOOD HOUSE 11, BALLYCASEY COURT, SHANNON",,Clare,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2013,"BALLINAGLOUGH BRIDGE, CARRIGNAVAR, CORK",,Cork,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"10 PARKHILL RISE, KILNAMANAGH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2021,"BALLYHARRY, LECAMEY, CO DONEGAL",,Donegal,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2015,"THE OLD POST OFFICE, THE LAMBE, BLESSINGTON",,Wicklow,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2015,"BALLYWATAIRE, GLENAMADDY RD, DUNMORE",,Galway,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2015,"4 Seabury Parade, Malahide",,Dublin,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2021,"26 CHAPEL COURT, CATHEDRAL PLACE, LIMERICK",,Limerick,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2015,"66 Burnell Green, Northern Cross, Malahide Road",Dublin 17,Dublin,"€132,787.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/12/2014,"Apartment 16  The Lodge, Seabrook Manor  Station Road, Portmarnock  Co. Dublin",,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2015,"185 CLUAIN RIOCHARD, CASTLEGAR, GALWAY",,Galway,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2020,"22  THE WILLOWS, BALLINAHINCHWOOD, ASHFORD",,Wicklow,"€385,000.00",No,Yes,New Dwelling house /Apartment,
09/06/2021,"44 BAYVIEW EST, COBH, CORK",,Cork,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"403 MILLBROOK, JFK PARADE, SLIGO",,Sligo,"€52,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2014,"14  The Boulevard, Old Quarter, Ballincollig",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2015,"86 FEARANN RI, DOUGHISKA, GALWAY",,Galway,"€56,400.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2015,"MILL RD, DUNDALK, LOUTH",,Louth,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2021,"APT 4, 12 MILITARY RD, WATERFORD",,Waterford,"€41,250.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2014,"32 The Willows, Castleheights  Kilmoney Road, Carrigaline",,Cork,"€145,374.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/08/2018,"9 The Lawn, Janeville, Cork Road",,Cork,"€320,264.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
07/05/2012,"Tonroe, Oranmore",,Galway,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2010,"Ballyegogue, Kilfinane",,Limerick,"€40,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/06/2018,"11 ABBOTT COURT THE HERMIYAGE, HOLYCROSS, THURLES",,Tipperary,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2010,"Roebuck, Cappagh, Kinsale",,Cork,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2016,"CLUAIN MHUIRE, CHURCH STREET, CLOYNE",,Cork,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2019,"24 Glasheen Park, Drumlish",,Longford,"€171,806.17",No,Yes,New Dwelling house /Apartment,
04/12/2020,"81 GLENHERON VIEW, GLENHERON, GREYSTONES",,Wicklow,"€471,365.00",No,Yes,New Dwelling house /Apartment,
28/02/2014,"2 THE ANCHORAGE, DUN LAOGHAIRE, CO DUBLIN",,Dublin,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2017,"10 ALVINA BROOK, WEXFORD, WEXFORD",,Wexford,"€148,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/12/2015,"153 OLD CARAGH COURT, NAAS, KILDARE",,Kildare,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2018,"2 MACROOM AVENUE, COOLOCK, DUBLIN 17",Dublin 17,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2011,"1 Ridgewood, Herons Wood, Carrigaline",,Cork,"€215,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2015,"AHAWILK, FEOGHENAGH, CO LIMERICK",,Limerick,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"Riverchapel, Courtown, Gorey",,Wexford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2019,"17 FATIMA PLACE, KILKENNY, KILKENNY",,Kilkenny,"€105,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"MISKAWN, BALLINAMORE, LEITRIM",,Leitrim,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2016,"BALLYMOUNTAIN HOUSE, INNISHANNON, CORK",,Cork,"€95,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/05/2018,"13 STRAFFAN MANOR, NEW ROAD, STRAFFAN",,Kildare,"€690,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2016,"18 BEAUFIELD AVE, MAYNOOTH, KILDARE",,Kildare,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2016,"43 MEADOWBANK, BAILE NA NDEISE, CORK ROAD",,Waterford,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2016,"25 THE WATERFRONT, COBH, COUNTY CORK",,Cork,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2022,"MAIN STREET, KILTIMAGH, CO. MAYO",,Mayo,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2020,"19 BROADFIELD COURT, BROADFIELD MANOR, RATHCOOLE",Dublin 24,Dublin,"€282,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2013,"3 Oakwood Close, Shantalla, Galway",,Galway,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2014,"164 RUTLAND AVE, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2018,"29 BARRY PARK, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2017,"THE OLD PIKE, GORTBOY, NEWCASTLEWEST",,Limerick,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2020,"43 O'DWYER'S VILLAS, THOMONDGATE, LIMERICK",,Limerick,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2021,"4 The Way, Ruxton Oaks, Navan",,Meath,"€290,749.00",No,Yes,New Dwelling house /Apartment,
22/07/2014,"3 LANDSDOWNE VALLEY CRESCENT, KILWORTH RD, DRIMNAGH DUBLIN 12",Dublin 12,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2013,"141 Belvedere Hills, Ballinderry, Mullingar",,Westmeath,"€94,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/05/2016,"1 LINTOWN AVE, JOHNSWELL RD, KILKENNY",,Kilkenny,"€171,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2012,"Cummer, Tuam",,Galway,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2010,"64 Woodlawn, Allenwood, Naas",,Kildare,"€196,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2021,"DRUMKEEN, GLENAMUCK RD, DUBLIN 18",Dublin 18,Dublin,"€2,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2016,"32 DRUMBANNON, BAILIEBOROUGH, CAVAN",,Cavan,"€22,800.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/07/2014,"CHAPEL COURT, CHAPEL STREET, SWINFORD",,Mayo,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2014,"24 BARROWVILLE, KILKENNY ROAD, CARLOW",,Carlow,"€277,533.04",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/12/2015,"164 TEMPLE COURT, NORTHWOOD, SANTRY",,Dublin,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2020,"85 WESTCOURT, DROGHEDA, LOUTH",,Louth,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2015,"2 Ardan na Mara, Youghal",,Cork,"€144,710.63",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/11/2018,"16 ASHBROOK, AVENUE RD, DUNDALK",,Louth,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"23 ST. DAVIDS WELL, BRIDGETOWN, CO WEXFORD",,Wexford,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"BALLINABARNEY, GOREY, WEXFORD",,Wexford,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2021,"2 Abhainn Dubh, Rosehill, Mullagh",,Cavan,"€180,457.00",No,Yes,New Dwelling house /Apartment,
19/02/2015,"Main Street, Kildorrery",,Cork,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"6 Hawthorn Wood, Suncroft, Kildare",,Kildare,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/01/2018,"1 Cluain na Ri, Ballycullane, New Ross",,Wexford,"€193,833.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
15/08/2019,"23EDENMORE AVE, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€295,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"9 THE POPLARS, MONKSTOWN VALLEY, MONKSTOWN",,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"12 THE WAY, HUNTERS RUN, CLONEE DUBLIN 15",Dublin 15,Dublin,"€316,312.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2012,"6 Blackwood Park, Ongar Chase, Ongar",,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2021,"KILLYCAR, MILLTOWN, BELTURBET",,Cavan,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2020,"7 KENNEDY PARK, THURLES, TIPPERARY",,Tipperary,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2021,"SLEVEEN HEIGHTS, MACROOM, COUNTY CORK",,Cork,"€356,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2017,"37 PORTAVOLLA, BANAGHER, OFFALY",,Offaly,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"No. 40  Connaberry, Slavery, Buncrana",,Donegal,"€99,100.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/06/2017,"KARYON COTTAGE, MARYBOROUGH HILL, DOUGLAS",,Cork,"€975,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2015,"8 MAYDENHAYES ROAD, MAYDENHAYES, MORNINGTON",,Meath,"€251,101.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/05/2021,"APT 45, COLLINS SQ, BENBURB ST DUBLIN 7",Dublin 7,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2018,"UPTON, KILMUCKRIDGE, GOREY",,Wexford,"€215,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
28/11/2018,"17 The Green, Castle Farm, Jigginstown",,Kildare,"€292,951.54",No,Yes,New Dwelling house /Apartment,
03/09/2019,"20 SEFTON HALL, KELSTON VIEW, LEOPARDSTOWN RD DUBLIN 18",Dublin 18,Dublin,"€1,240,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2015,"40 Pairc na hAbhainn, Gortnahown, Athenry",,Galway,"€127,753.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/11/2011,"Drumbane, Raphe",,Donegal,"€128,912.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/07/2014,"22 Johns Bridge Walk, Lucan, County Dublin",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2017,"40 WOODVALE AVE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2014,"8  St. Patricks Cottages, Grange Road, Rathfarnham",Dublin 14,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2017,"OLD GLEBE, KILLUCAN, CO. WESTMEATH",,Westmeath,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/01/2017,"2 SURFSIDE APTS, MAIN ST, BUNDORAN",,Donegal,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"40 MAUNSELLS PARK, GALWAY, GALWAY",,Galway,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2018,"134 UPPER DRUMCONDRA ROAD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€671,250.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2018,"20 CARRAIGARD, CLOGHER FAILI, TRALEE",,Kerry,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2010,"Yellow Furze, Beauparc, Navan",,Meath,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2021,"APT 3, 9 BEAUPARK RD, DONAGHMEDE DUBLIN 13",Dublin 13,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2010,"Filbuckstown, Mooncoin",,Kilkenny,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2021,"CAPPAGH BEG, BALLYDEHOB, CORK",,Cork,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2014,"RATHCOURSEY EAST, MIDLETON, CORK",,Cork,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2019,"APT 2, RIDGEWAY HALL, VIRGINIA",,Cavan,"€396,475.77",No,Yes,New Dwelling house /Apartment,
07/01/2021,"8 MILL LANE, DROGHEDA, LOUTH",,Louth,"€51,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2017,"KILMANNON, MURRINTOWN, CO WEXFORD",,Wexford,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2013,"32 THE HERON BUILDING, THORNWOOD, BOOTERSTOWN",,Dublin,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2020,"24 TOURNORE COURT, ABBEYSIDE, DUNGARVAN",,Waterford,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2010,"88 JAMESTOWN PARK, RATOATH",,Meath,"€290,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2015,"131 HERMITAGE, CIRCULAR RD, ENNIS",,Clare,"€70,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/02/2018,"SHANRATH EAST, ATHY, KILDARE",,Kildare,"€461,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2021,"DONAGHMORE LANE, NAVAN, CO. MEATH",,Meath,"€635,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2016,"BOLTON, CALLAN, KILKENNY",,Kilkenny,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"NEDANONE, CASTLECOVE",,Kerry,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2019,"128 WATERGATE ESTATE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"81 CAHERANNE VILLAGE, BALLYVELLY, TRALEE",,Kerry,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2021,"2 GOLDENBRIDGE TERRACE, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2014,"GLENALEERISKA, RING",,Waterford,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2016,"24 DRUM CARRAIG, CAVAN, CAVAN",,Cavan,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2010,"129 Booterstown Avenue, Booterstown",,Dublin,"€720,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2014,"AGHAFARNAN, MILLTOWN, KILMAINHAMWOOD",,Meath,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2020,"KILABBEY, DRIPSEY, CORK",,Cork,"€420,545.13",No,No,Second-Hand Dwelling house /Apartment,
22/06/2016,"183 Caislean na hAbhainn, Castletry",,Limerick,"€250,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/12/2020,"1 Waverly Hill, Blacklion, Greystones",,Wicklow,"€555,066.07",No,Yes,New Dwelling house /Apartment,
13/10/2015,"15 THE SEASONS, CARRIAGLINE, CORK",,Cork,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2019,"86 THE ELMS, RIDGEWOOD, SWORDS",,Dublin,"€348,017.62",No,Yes,New Dwelling house /Apartment,
23/12/2014,"178 Curragh Woods, Frankfield, Cork",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2017,"DONAGUILE HOUSE, DONAGUILE, CASTLECOMER",,Kilkenny,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2015,"12 CLUAIN ARD, ARDSALLAGHMORE, ROSCOMMON",,Roscommon,"€83,820.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/02/2021,"36 BRACKEN COURT, DONNYBROOK, DOUGLAS",,Cork,"€246,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2017,"74 SYCAMORE RD, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,"€391,500.00",No,No,Second-Hand Dwelling house /Apartment,
