Date of Sale,Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
2016-07-18,"44 DALE RD, STILLORGAN, DUBLIN",,Dublin,515000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-28,"12 ATHENRY RD, TUAM, GALWAY",,Galway,61000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-12,"8 CHURCH PARK AVE, HAROLDS CROSS, DUBLIN 6W",,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-22,"32 ACADEMY ST, NAVAN, MEATH",,Meath,132000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-16,"12 WYCHERLEY TCE, COLLEGE RD, CORK",,Cork,35000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-13,"6 Mill View, Ballinglanna, Glanmire",,Cork,300000.0,No,Yes,New Dwelling house /Apartment,
2016-10-20,"1A THE CAIRN, HAYSTOWN RD, RUSH",,Dublin,237000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-19,"197 Oldbridge Station, Osberstown, Naas",,Kildare,176211.45,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-05-27,"12 STEPASIDE PARK, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,740000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-17,"35 Seven Oaks, Drumcondra",,Dublin,302000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-06-03,"1 Annfield Terrace, Newbridge",,Kildare,800000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-08-14,"Tankardstown North, Kilmallock",,Limerick,35000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-18,"KILKENNY CROSS, CASTLEBAR, CO MAYO",,Mayo,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-28,"141 PALACE FIELDS, TUAM, GALWAY",,Galway,143000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-02-18,"11 Glandore Avenue, Blackrock, Cork City",,Cork,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-04-09,"47 FR. O'CONNOR CRESCENT, MOUNTRATH, CO. LAOIS",,Laois,49500.0,Yes,No,Second-Hand Dwelling house /Apartment,
2014-05-13,"42 COILLE BHEITHE, ST CONLANS RD, NENAGH",,Tipperary,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-08-22,"105 Cluain Arra, Gortboy, Newcastle West",,Limerick,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-13,"2 THE AVENUE, WEIR VIEW, KILKENNY",,Kilkenny,540000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-04,"CORDERRY, KESHCARRIGAN, CARRICK ON SHANNON",,Leitrim,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-07,"2 Creamery Gardens, Ballycanew, Gorey",,Wexford,44053.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-09-07,"36 THE ORCHARD, BLYRY LOWER, ATHLONE",,Westmeath,226000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-13,"TEAC AINE, CHURCHHILL, CLIFDEN",,Galway,148000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-23,"47 ARD COILLTE, BALLINA, CO TIPPERARY",,Tipperary,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-13,"FERNDALE LODGE, SESKIN SOUTH, LISDOWNEY",,Kilkenny,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-19,"29 QUAY ST, SKERRIES, DUBLIN",,Dublin,400000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2010-07-27,"1  Riverscourt, Fionn Laoi, Ballincollig",,Cork,190000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2015-03-09,"27 Cluain Aiobhinn, Swellan Lower, Cavan",,Cavan,95000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-24,"58 Barley Field, Wicklow Hills, Newtownmountkennedy",,Wicklow,236564.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-11-05,"7 BELLEWSBRIDGE PLACE, DUNDALK, LOUTH",,Louth,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-04-01,"16 PAIRC NA SRAIDE, GLENVILLE, CO CORK",,Cork,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-30,"18 THE ORCHARD, BLYRY, ATHLONE",,Westmeath,171500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-30,"7 MCDERMOTT ST, MIDLETON, CORK",,Cork,227000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-03-19,"55 The Grove, Hanstead, Lucan County Dublin",,Dublin,160352.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2011-06-09,"5  Newline, Abbeyside, Dungarvan",,Waterford,124000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-22,"1 ABBEY RD, DULEEK, MEATH",,Meath,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-17,"33 Foxbourough Hill, Lucan",,Dublin,154000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-29,"41 Ardilaun Court, Raheny, Dublin 5",,Dublin,440528.63,No,Yes,New Dwelling house /Apartment,
2017-11-10,"29B HAWTHORN PLACE, CLYBAUN RD, GALWAY",,Galway,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-10-26,"1 Sans Souci Park, Booterstown, County Dublin",,Dublin,810000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-15,"APT 53 BRU NA SIONNA, SHANNON",,Clare,56000.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
2019-05-08,"5 BALLINFOYLE MEWS, HEADFORD RD, GALWAY",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-01,"13 The Crescent, Broadmeadow Vale, Jamestown",,Meath,308370.0,No,Yes,New Dwelling house /Apartment,
2020-07-23,"14 ROWANS RD, WEDGEWOOD, DUNDRUM DUBLIN 16",Dublin 16,Dublin,525000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-08,"COOLATOOSANE, LISTOWEL, CO KERRY",,Kerry,30000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-22,"9 BELLEVUE COURT, OLD YOUGHAL RD, CORK",,Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-16,"6 CHERRYFIELD AVE, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,461000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-16,"12 the oaks, briarfield, castletroy",,Limerick,136500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-04-01,"Apartment 21  Block D, Mount Argus Apartments",Dublin 6w,Dublin,557590.0,No,Yes,New Dwelling house /Apartment,
2017-06-16,"26 DEMESNE, KILLESTER, DUBLIN 5",Dublin 5,Dublin,430000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-04,"19 WOODLAWN RISE, SANTRY, DUBLIN 17",Dublin 17,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-20,"6 SYCAMORE CRESCENT, ABBAYTOWN, BOYLE",,Roscommon,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-11,"BALLYNASRAH, LUSMGH, BANAGHER",,Offaly,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-30,"26 Redington Woods, Clarenbridge, Galway",,Galway,524229.08,No,Yes,New Dwelling house /Apartment,
2016-01-05,"21 AMBER, THE GRANGE, STILLORGAN",,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-10-19,"Kilcommonmore, Cahir",,Tipperary,215500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-20,"KNOCKATEMPLE, BALLYVARY, CASTLEBAR",,Mayo,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-24,"49 HIGHFIELD, BOLLARNEY, WICKLOW",,Wicklow,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-05-06,"Apt 82 Leas na Mara, Ballymoneen Road",,Galway,86214.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-05-28,"Golden Bay, Clonbur, Co Galway",,Galway,544099.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-05,"33 GLENCOURT, EMLY, TIPPERARY",,Tipperary,15000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-31,"DANE COTTAGE, CAM LANE, EDGEWORTHSTOWN",,Longford,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-11,"2 BLACKWATER PARK, KELLS RD, NAVAN",,Meath,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-03,"59 BROOKVILLE, LAHINCH RD, ENNIS",,Clare,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-31,"ST EDMUNDS, KILTANNON, CROAGH",,Limerick,476000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-15,"34 EAST PRIORY, NAVAN ROAD, DUBLIN 7",Dublin 7,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-09-01,"11 Moyfenrath, Enfield",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-09,"HORETOWN, FOULKSMILLS, WEXFORD",,Wexford,154700.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-06,"INAGH LODGE, BALLYGARRIFF, CRAUGHWELL",,Galway,330000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-16,"10 DRUID GLEN, WHITE LINEN WOOD, LONGFORD",,Longford,138000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-08,"TOOREEN LODGE, CARAGH LAKE, KILLORGLIN",,Kerry,470000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-11,"42 FERRYCARRIG RD, COOLOCK, DUBLIN 5",Dublin 17,Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-03-15,"154 RUSHEENY GROVE, RUSHEENY VILLAGE, CLONSILLA",,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-28,"34 Hazelwood Park, Foxwood, Waterford",,Waterford,215021.0,No,Yes,New Dwelling house /Apartment,
2021-12-08,"28 MEADOW VIEW, DUNDALK, LOUTH",,Louth,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-15,"6 SCHOOLHOUSE COURT, SCHOOLHOUSE LANE, SANTRY",Dublin 9,Dublin,164428.0,No,No,Second-Hand Dwelling house /Apartment,
2012-03-30,"54 Dublin Road, Sutton, Dublin 13",,Dublin,463500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-01,"9 WOODLANDS AVE, MULLINGAR, WESTMEATH",,Westmeath,92963.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-14,"MORLAND HOUSE, BALLINCAR, ROSSES POINT",,Sligo,387000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-28,"3 BLACKROCK MEWS EDEN, CONVENT ROAD, BLACKROCK",,Cork,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-05-27,"17 DEILGINIS, SHANNON, CLARE",,Clare,48750.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-14,"14 Coopers Grange, Old Quarter, Ballincollig",,Cork,361233.0,No,Yes,New Dwelling house /Apartment,
2018-03-22,"GARRISON HOUSE, CLONMINCH, TULLAMORE",,Offaly,430000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-12,"12 LIFFEY CLOSE, LIFFEY VALLEY PARK, LUCAN",,Dublin,346000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-06,"28 OAKDALE PARK, TEMPLEMORE, TIPPERARY",,Tipperary,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-21,"APARTMENT 119, BURNELL SQUARE, NORTHERN CROSS",,Dublin,226000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-09,"13 GRANGE CLOSE, STAMULLEN RD, GORMANSTOWN",,Meath,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-10,"263 BERRYRIDGE AVE, MARYBOROUGH VILLAGE, PORTLAOISE",,Laois,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-05,"WILLIAMSTOWN HARBOUR, WHITEGATE, COUNTY CLARE",,Clare,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-22,"28 Lisgar Gardens, Bailieborough, Co. Cavan",,Cavan,154185.0,No,Yes,New Dwelling house /Apartment,
2017-09-29,"64 LITTLEPACE VIEW, CLONEE, DUBLIN",Dublin 15,Dublin,279000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-18,"6 Droimneach, Bweeng",,Cork,132158.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2013-12-12,"BALLINCUR, KINNITTY, BIRR",,Offaly,21666.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-29,"8 BLLENTREE VILLAGE, TYRRELLSTOWN, DUBLIN 15",Dublin 15,Dublin,232788.0,No,No,Second-Hand Dwelling house /Apartment,
2014-03-11,"21 Slade Castle Walk, Saggart, County Dublin",,Dublin,154185.02,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2015-07-13,"18 CASTLE TERRACE COURT, ST MARGARETS AVE, MALAHIDE",,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-04,"25 SAND DUNE COTTAGES, BANNA BEACH, ARDFERT",,Kerry,52000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-09-23,"7  Luttrellstown Oaks, Castleknock",,Dublin,247000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-07,"Castletown, Corballa, Ballina",,Mayo,70500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-27,"APARTMENT NO 1, CLARE STREET, BALLYHAUNIS",,Mayo,25000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-16,"62 RATHSTEWART CRESCENT, ATHY, KILDARE",,Kildare,139000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-16,"2 RAILWAY PLACE, HIGH ST, CORK",,Cork,25000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-12-09,"5 Rathangan Manor, Bracknagh Road, Rathangan",,Kerry,260352.42,No,Yes,New Dwelling house /Apartment,
2017-03-23,"DERRYLEA, CLIFDEN, COUNTY GALWAY",,Kerry,272000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-31,"69 OFFINGTON PARK, SUTTON, DUBLIN 13",Dublin 13,Dublin,875000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-15,"21 UPPER CLEVEDON, KILMONEY, CARRIGALINE",,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-01,"22 CAIRNSFORT, GOLF LINKS ROAD, CASTLETROY",,Limerick,212000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-05-11,"Dunbo Lodge, Dunbo Hill, Howth",,Dublin,650000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-18,"COOLBAWN, AUGHRIM, ARKLOW",,Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-07-28,"17 INIS GARDENS, LEIGHLINBRIDGE",,Carlow,88105.73,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2012-03-07,"41 Beechpark Road, Foxrock, Co Dublin",,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-29,"30 Temple Mills, Rathangan",,Kildare,211409.69,No,Yes,New Dwelling house /Apartment,
2013-08-19,"NEW ROAD, DONERAILE",,Cork,109000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-03-02,"161 Mulvey Park, Dundrum, Dublin 14",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-23,"2 GLEANN NA SMOL, SHANNON, CLARE",,Clare,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-20,"5 Muileann Place, Kettle's Lane, Kinsealy",,Dublin,299558.0,No,Yes,New Dwelling house /Apartment,
2016-11-18,"5 PRESTONS MILL, WELLINGTON QUAY, DROGHEDA",,Louth,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-21,"14 ORCHARD SQ, BIRD AVE, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,390000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-21,"MOUNTAIN VIEW, ENAGH EAST, KILKISHEN",,Clare,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-09,"16 DUKE ST, ATHY, KILDARE",,Kildare,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-25,"SUNNYBANK DOWNS, DELGANY, GREYSTONES",,Wicklow,292500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-01-09,"4 Maple Avenue, Archerstown Wood, Ashbourne",,Meath,427313.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2019-03-21,"12 Northwood Green, Santry",Dublin 9,Dublin,440000.0,Yes,Yes,New Dwelling house /Apartment,
2017-04-20,"29 The Avenue, Carrickmines Green, Glenamuck Road",Dublin 18,Dublin,458150.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2013-10-07,"Thornhill Cottage, Blacklion",,Cavan,15000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-09,"26 Glen Dara, Ard Cashel, Watergrasshill",,Cork,254625.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2011-08-29,"15  Valentia Parade, North Circular Road, Dublin 7",Dublin 7,Dublin,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-05,"CURRIES, BALLYHAUNIS, MAYO",,Mayo,97500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-15,"27 Northbrook Avenue, Ranelagh",Dublin 6,Dublin,455000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-24,"BALLYFOYLE RD, BALLYFOYLE, KILKENNY",,Kilkenny,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-22,"55 ARD NA GREINE, CLONMEL, TIPPERARY",,Tipperary,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-13,"61 St Peter's Square, Phibsborough Road, Phibsborough  Dublin 7",Dublin 7,Dublin,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-22,"69 FRIARS WALK, CORK CITY, CO CORK",,Cork,173000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-12,"23 SAINT MARGARETS AVENUE, RAHENY",,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-11,"6 ABBERLEY SQUARE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,108879.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-09,"BRIGOWN, MITCHELSTOWN, CO CORK",,Cork,327000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-15,"36 KINCORA PARK, ENNIS, CO CLARE",,Clare,207000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-29,"93 THE STRAND, OCALLAGHAN STRAND, LIMERICK",,Limerick,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-04-04,"174 THE SYCAMORES, FRESHFORD RD, KILKENNY",,Kilkenny,157000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-30,"7 ST MARYS TERRACE, KINSALE, CORK",,Cork,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-25,"WALSHESTOWN, CLOGHERHEAD, DROGHEDA",,Louth,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-16,"5 STOCKING WOOD GREEN, RATHFARNHAM, DUBLIN 16",,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-14,"FAUGHTS, SLIGO",,Sligo,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-09,"54, Cedarview  Northwood, Santry",Dublin 9,Dublin,422907.49,No,Yes,New Dwelling house /Apartment,
2013-11-14,"16 Ard na Greine, Bailick, Midleton",,Cork,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-03,"17 PEBBLE BAY, WICKLOW TOWN, WICKLOW",,Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-28,"ST JUDES, TAYLORS HILL RD, GALWAY",,Galway,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-09-10,"206 Wyckham Point, Wyckham Way, Dundrum",,Dublin,281234.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-11-09,"APT413 PARKVIEW, LORD EDWARD ST, LIMERICK",,Limerick,89625.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-07,"2 Mulberry Lane, Curraheen Road, Bishopstown",,Cork,405286.0,No,Yes,New Dwelling house /Apartment,
2014-03-14,"2 DUFFS FARM, TERMONFECKIN, DROGHEDA",,Louth,145000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-18,"3 ABBEYLANDS, NAVAN, MEATH",,Meath,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-29,"115 BELFRY HALL BLOCK C, BELFRY HALL, CITYWEST RD DUBLIN 24",Dublin 24,Dublin,206000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-04-13,"APT 34, CLIFDEN COURT, ELLIS QUAY DUBLIN 7",Dublin 7,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-29,"33 FORTFIELD AVE, DUBLIN 6W, DUBLIN",,Dublin,670000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-04-11,"4 PEMBROKE COTTAGES, BOOTERSTOWN, DUBLIN",,Dublin,357500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-03,"33 ST SYLVESTER VILLAS, MALAHIDE, DUBLIN",,Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-22,"38 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",Dublin 4,Dublin,456267.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-02,"Loyola, Garbally, Ballinasloe",,Galway,112000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-02,"12A ELM PARK, ENNIS RD, LIMERICK",,Limerick,367500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-08,"88 THE GREEN, CLONARD LITTLE, WEXFORD",,Wexford,88000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-08,"69 BOROIMHE CHERRY, SWORDS, DUBLIN",,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-13,"15 Springmount Woods, Glanmire",,Cork,335000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2020-11-26,"32 BALLADINE, ABBEYLEIX, LAOIS",,Laois,48786.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-17,"14  St. Anthony's Terrace, Bohermore, Galway",,Galway,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-31,"APT 15, ROYAL COMPLEX, 11 DUBLIN ST",,Carlow,66666.67,No,No,Second-Hand Dwelling house /Apartment,
2011-06-20,"18 Temple Lawns, Northwood, Santry",,Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-02-09,"1 Old Connell Weir, Newbridge",,Kildare,289500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-29,"Apartment 9 The Beech, The Retreats, Kenmare",,Kerry,418502.2,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-04-30,"4 parade field, bantry",,Cork,33000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-17,"11 WOODLAWN DRIVE, CLONBULLOGUE, COUNTY OFFALY",,Offaly,69000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-14,"20 PRUSSIA STREET, DUBLIN 7",,Dublin,355000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-18,"24 CLUAIN LIA, BALLYCASEY, SHANNON",,Clare,201000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-16,"6 COIS MAOILE, KNOCKMOYLE, TRALEE",,Kerry,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-01,"29 CAISLEAN DR, BALLINCOLLIG, CORK",,Cork,267000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-18,"25 CITY VIEW MEWS, THE DOWNS, BANDUFF",,Cork,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-06,"10 BRIOT AVE, TEMPLARS HALL, WATERFORD CITY",,Waterford,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-22,"ROCKWOOD HOUSE, CAHERCALLA RD, ENNIS",,Clare,286000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-12-07,"10 The Paddocks Crescent, Adamstown",,Dublin,220000.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
2019-11-27,"25 Hillcrest, Bellingsfield, Naas",,Kildare,259500.0,No,Yes,New Dwelling house /Apartment,
2020-12-10,"PENROSE COTTAGE, KEELOGES, GALBALLY",,Limerick,385000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-06,"11 ST JOHNS VILLAS, ENNISCORTHY, CO WEXFORD",,Wexford,127000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-01,"1 DANESFORT CT, DANESFORT RD, LOUGHREA",,Galway,181000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-12-15,"11 SHERBORNE COURT, 17 18 CHARLESTON RD, RANELAGH DUBLIN 6",Dublin 6,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-29,"38B LEESON PLACE, DUBLIN 2, DUBLIN",Dublin 2,Dublin,844958.0,No,No,Second-Hand Dwelling house /Apartment,
2014-04-25,"57 SHELMALLIER RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,110000.0,No,No,Second-Hand Dwelling house /Apartment,
